"module name","licenses","repository","licenseUrl","parents"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap","https://github.com/kriskowal/asap/raw/master/LICENSE.md","kiskba"
"asn1.js@4.10.1","MIT","https://github.com/indutny/asn1.js","https://github.com/indutny/asn1.js","kiskba"
"asn1@0.2.4","MIT","https://github.com/joyent/node-asn1","https://github.com/joyent/node-asn1/raw/master/LICENSE","kiskba"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus","https://github.com/mcavage/node-assert-plus","kiskba"
"assert@1.4.1","MIT","https://github.com/defunctzombie/commonjs-assert","https://github.com/defunctzombie/commonjs-assert/raw/master/LICENSE","kiskba"
"assertion-error@1.1.0","MIT","https://github.com/chaijs/assertion-error","https://github.com/chaijs/assertion-error","kiskba"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols","https://github.com/jonschlinkert/assign-symbols/raw/master/LICENSE","kiskba"
"ast-types@0.13.2","MIT","https://github.com/benjamn/ast-types","https://github.com/benjamn/ast-types/raw/master/LICENSE","kiskba"
"astral-regex@1.0.0","MIT","https://github.com/kevva/astral-regex","https://github.com/kevva/astral-regex/raw/master/license","kiskba"
"async-each@1.0.3","MIT","https://github.com/paulmillr/async-each","https://github.com/paulmillr/async-each","kiskba"
"async-limiter@1.0.1","MIT","https://github.com/strml/async-limiter","https://github.com/strml/async-limiter/raw/master/LICENSE","kiskba"
"async-retry@1.2.3","MIT","https://github.com/zeit/async-retry","https://github.com/zeit/async-retry/raw/master/LICENSE.md","kiskba"
"async-sema@3.0.0","MIT","https://github.com/zeit/async-sema","https://github.com/zeit/async-sema/raw/master/license.md","kiskba"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit","https://github.com/alexindigo/asynckit/raw/master/LICENSE","kiskba"
"atob@2.1.2","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js","https://git.coolaj86.com/coolaj86/atob.js","kiskba"
"attr-accept@2.1.0","MIT","https://github.com/react-dropzone/attr-accept","https://github.com/react-dropzone/attr-accept/raw/master/LICENSE","kiskba"
"autodll-webpack-plugin@0.4.2","MIT","https://github.com/asfktz/autodll-webpack-plugin","https://github.com/asfktz/autodll-webpack-plugin/raw/master/LICENSE","kiskba"
"autoprefixer@9.7.4","MIT","https://github.com/postcss/autoprefixer","https://github.com/postcss/autoprefixer/raw/master/LICENSE","kiskba"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign","https://github.com/mikeal/aws-sign/raw/master/LICENSE","kiskba"
"aws4@1.9.1","MIT","https://github.com/mhart/aws4","https://github.com/mhart/aws4/raw/master/LICENSE","kiskba"
"axios@0.19.2","MIT","https://github.com/axios/axios","https://github.com/axios/axios/raw/master/LICENSE","kiskba"
"babel-code-frame@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-code-frame","https://github.com/babel/babel/tree/master/packages/babel-code-frame","kiskba"
"babel-core@6.26.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-core","https://github.com/babel/babel/tree/master/packages/babel-core","kiskba"
"babel-core@7.0.0-bridge.0","MIT","","","next:kiskba"
"babel-extract-comments@1.0.0","MIT","https://github.com/jonschlinkert/babel-extract-comments","https://github.com/jonschlinkert/babel-extract-comments/raw/master/LICENSE","kiskba"
"babel-generator@6.26.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-generator","https://github.com/babel/babel/tree/master/packages/babel-generator","kiskba"
"babel-helper-builder-binary-assignment-operator-visitor@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-binary-assignment-operator-visitor","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-binary-assignment-operator-visitor","kiskba"
"babel-helper-call-delegate@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-call-delegate","https://github.com/babel/babel/tree/master/packages/babel-helper-call-delegate","kiskba"
"babel-helper-define-map@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-define-map","https://github.com/babel/babel/tree/master/packages/babel-helper-define-map","kiskba"
"babel-helper-explode-assignable-expression@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-explode-assignable-expression","https://github.com/babel/babel/tree/master/packages/babel-helper-explode-assignable-expression","kiskba"
"babel-helper-function-name@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-function-name","https://github.com/babel/babel/tree/master/packages/babel-helper-function-name","kiskba"
"babel-helper-get-function-arity@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-get-function-arity","https://github.com/babel/babel/tree/master/packages/babel-helper-get-function-arity","kiskba"
"babel-helper-hoist-variables@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-hoist-variables","https://github.com/babel/babel/tree/master/packages/babel-helper-hoist-variables","kiskba"
"babel-helper-optimise-call-expression@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-optimise-call-expression","https://github.com/babel/babel/tree/master/packages/babel-helper-optimise-call-expression","kiskba"
"babel-helper-regex@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-regex","https://github.com/babel/babel/tree/master/packages/babel-helper-regex","kiskba"
"babel-helper-remap-async-to-generator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-remap-async-to-generator","https://github.com/babel/babel/tree/master/packages/babel-helper-remap-async-to-generator","kiskba"
"babel-helper-replace-supers@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-replace-supers","https://github.com/babel/babel/tree/master/packages/babel-helper-replace-supers","kiskba"
"babel-helpers@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helpers","https://github.com/babel/babel/tree/master/packages/babel-helpers","kiskba"
"babel-jest@25.1.0","MIT","https://github.com/facebook/jest","https://github.com/facebook/jest/raw/master/LICENSE","kiskba"
"babel-loader@8.0.6","MIT","https://github.com/babel/babel-loader","https://github.com/babel/babel-loader/raw/master/LICENSE","kiskba"
"babel-messages@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-messages","https://github.com/babel/babel/tree/master/packages/babel-messages","kiskba"
"babel-plugin-add-react-displayname@0.0.5","MIT","https://github.com/opbeat/babel-plugin-add-react-displayname","https://github.com/opbeat/babel-plugin-add-react-displayname","kiskba"
"babel-plugin-check-es2015-constants@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-check-es2015-constants","https://github.com/babel/babel/tree/master/packages/babel-plugin-check-es2015-constants","kiskba"
"babel-plugin-dynamic-import-node@2.3.0","MIT","https://github.com/airbnb/babel-plugin-dynamic-import-node","https://github.com/airbnb/babel-plugin-dynamic-import-node/raw/master/LICENSE","kiskba"
"babel-plugin-istanbul@6.0.0","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul","https://github.com/istanbuljs/babel-plugin-istanbul/raw/master/LICENSE","kiskba"
"babel-plugin-jest-hoist@25.1.0","MIT","https://github.com/facebook/jest","https://github.com/facebook/jest/raw/master/LICENSE","kiskba"
"babel-plugin-module-resolver@4.0.0","MIT","https://github.com/tleunen/babel-plugin-module-resolver","https://github.com/tleunen/babel-plugin-module-resolver/raw/master/LICENSE.md","kiskba"
"babel-plugin-styled-components@1.10.7","MIT","https://github.com/styled-components/babel-plugin-styled-components","https://github.com/styled-components/babel-plugin-styled-components/raw/master/LICENSE.md","kiskba"
"babel-plugin-syntax-async-functions@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-functions","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-functions","kiskba"
"babel-plugin-syntax-exponentiation-operator@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-exponentation-operator","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-exponentation-operator","kiskba"
"babel-plugin-syntax-jsx@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx","kiskba"
"babel-plugin-syntax-object-rest-spread@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread","kiskba"
"babel-plugin-syntax-trailing-function-commas@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-trailing-function-commas","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-trailing-function-commas","kiskba"
"babel-plugin-transform-async-to-generator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-async-to-generator","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-async-to-generator","kiskba"
"babel-plugin-transform-define@2.0.0","MIT","https://github.com/FormidableLabs/babel-plugin-transform-define","https://github.com/FormidableLabs/babel-plugin-transform-define/raw/master/LICENSE","kiskba"
"babel-plugin-transform-es2015-arrow-functions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-arrow-functions","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-arrow-functions","kiskba"
"babel-plugin-transform-es2015-block-scoped-functions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoped-functions","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoped-functions","kiskba"
"babel-plugin-transform-es2015-block-scoping@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoping","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoping","kiskba"
"babel-plugin-transform-es2015-classes@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-classes","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-classes","kiskba"
"babel-plugin-transform-es2015-computed-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-computed-properties","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-computed-properties","kiskba"
"babel-plugin-transform-es2015-destructuring@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-destructuring","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-destructuring","kiskba"
"babel-plugin-transform-es2015-duplicate-keys@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-duplicate-keys","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-duplicate-keys","kiskba"
"babel-plugin-transform-es2015-for-of@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-for-of","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-for-of","kiskba"
"babel-plugin-transform-es2015-function-name@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-function-name","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-function-name","kiskba"
"babel-plugin-transform-es2015-literals@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-literals","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-literals","kiskba"
"babel-plugin-transform-es2015-modules-amd@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-amd","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-amd","kiskba"
"babel-plugin-transform-es2015-modules-commonjs@6.26.2","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-commonjs","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-commonjs","kiskba"
"babel-plugin-transform-es2015-modules-systemjs@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-systemjs","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-systemjs","kiskba"
"babel-plugin-transform-es2015-modules-umd@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-umd","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-umd","kiskba"
"babel-plugin-transform-es2015-object-super@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-object-super","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-object-super","kiskba"
"babel-plugin-transform-es2015-parameters@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-parameters","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-parameters","kiskba"
"babel-plugin-transform-es2015-shorthand-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-shorthand-properties","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-shorthand-properties","kiskba"
"babel-plugin-transform-es2015-spread@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-spread","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-spread","kiskba"
"babel-plugin-transform-es2015-sticky-regex@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-sticky-regex","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-sticky-regex","kiskba"
"babel-plugin-transform-es2015-template-literals@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-template-literals","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-template-literals","kiskba"
"babel-plugin-transform-es2015-typeof-symbol@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-typeof-symbol","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-typeof-symbol","kiskba"
"babel-plugin-transform-es2015-unicode-regex@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-unicode-regex","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-unicode-regex","kiskba"
"babel-plugin-transform-exponentiation-operator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-exponentiation-operator","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-exponentiation-operator","kiskba"
"babel-plugin-transform-object-rest-spread@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-object-rest-spread","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-object-rest-spread","kiskba"
"babel-plugin-transform-react-remove-prop-types@0.4.24","MIT","https://github.com/oliviertassinari/babel-plugin-transform-react-remove-prop-types","https://github.com/oliviertassinari/babel-plugin-transform-react-remove-prop-types/raw/master/LICENSE","kiskba"
"babel-plugin-transform-regenerator@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-regenerator","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-regenerator","kiskba"
"babel-plugin-transform-strict-mode@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-strict-mode","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-strict-mode","kiskba"
"babel-preset-env@1.7.0","MIT","https://github.com/babel/babel-preset-env","https://github.com/babel/babel-preset-env/raw/master/LICENSE","kiskba"
"babel-preset-jest@25.1.0","MIT","https://github.com/facebook/jest","https://github.com/facebook/jest/raw/master/LICENSE","kiskba"
"babel-register@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-register","https://github.com/babel/babel/tree/master/packages/babel-register","kiskba"
"babel-runtime@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime","https://github.com/babel/babel/tree/master/packages/babel-runtime","kiskba"
"babel-template@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-template","https://github.com/babel/babel/tree/master/packages/babel-template","kiskba"
"babel-traverse@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-traverse","https://github.com/babel/babel/tree/master/packages/babel-traverse","kiskba"
"babel-types@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-types","https://github.com/babel/babel/tree/master/packages/babel-types","kiskba"
"babylon@6.18.0","MIT","https://github.com/babel/babylon","https://github.com/babel/babylon/raw/master/LICENSE","kiskba"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match","https://github.com/juliangruber/balanced-match/raw/master/LICENSE.md","kiskba"
"base64-js@1.3.1","MIT","https://github.com/beatgammit/base64-js","https://github.com/beatgammit/base64-js/raw/master/LICENSE","kiskba"
"base@0.11.2","MIT","https://github.com/node-base/base","https://github.com/node-base/base/raw/master/LICENSE","kiskba"
"bcrypt-pbkdf@1.0.2","BSD-3-Clause","https://github.com/joyent/node-bcrypt-pbkdf","https://github.com/joyent/node-bcrypt-pbkdf/raw/master/LICENSE","kiskba"
"bfj@6.1.2","MIT","git+https://gitlab.com/philbooth/bfj","git+https://gitlab.com/philbooth/bfj","kiskba"
"big.js@5.2.2","MIT","https://github.com/MikeMcl/big.js","https://github.com/MikeMcl/big.js/raw/master/LICENCE","kiskba"
"binary-extensions@1.13.1","MIT","https://github.com/sindresorhus/binary-extensions","https://github.com/sindresorhus/binary-extensions/raw/master/license","webpack:kiskba"
"binary-extensions@2.0.0","MIT","https://github.com/sindresorhus/binary-extensions","https://github.com/sindresorhus/binary-extensions/raw/master/license","kiskba"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird","https://github.com/petkaantonov/bluebird/raw/master/LICENSE","kiskba"
"bn.js@4.11.8","MIT","https://github.com/indutny/bn.js","https://github.com/indutny/bn.js","kiskba"
"body-parser@1.19.0","MIT","https://github.com/expressjs/body-parser","https://github.com/expressjs/body-parser/raw/master/LICENSE","kiskba"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase","https://github.com/fb55/boolbase","kiskba"
"boxen@4.2.0","MIT","https://github.com/sindresorhus/boxen","https://github.com/sindresorhus/boxen/raw/master/license","kiskba"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion","https://github.com/juliangruber/brace-expansion/raw/master/LICENSE","kiskba"
"braces@2.3.2","MIT","https://github.com/micromatch/braces","https://github.com/micromatch/braces/raw/master/LICENSE","micromatch:kiskba"
"braces@3.0.2","MIT","https://github.com/micromatch/braces","https://github.com/micromatch/braces/raw/master/LICENSE","kiskba"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand","https://github.com/indutny/brorand","kiskba"
"browser-process-hrtime@1.0.0","BSD-2-Clause","https://github.com/kumavis/browser-process-hrtime","https://github.com/kumavis/browser-process-hrtime/raw/master/LICENSE","kiskba"
"browser-resolve@1.11.3","MIT","https://github.com/shtylman/node-browser-resolve","https://github.com/shtylman/node-browser-resolve/raw/master/LICENSE","kiskba"
"browserify-aes@1.2.0","MIT","https://github.com/crypto-browserify/browserify-aes","https://github.com/crypto-browserify/browserify-aes/raw/master/LICENSE","kiskba"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher","https://github.com/crypto-browserify/browserify-cipher/raw/master/LICENSE","kiskba"
"browserify-des@1.0.2","MIT","https://github.com/crypto-browserify/browserify-des","https://github.com/crypto-browserify/browserify-des/raw/master/license","kiskba"
"browserify-rsa@4.0.1","MIT","https://github.com/crypto-browserify/browserify-rsa","https://github.com/crypto-browserify/browserify-rsa/raw/master/LICENSE","kiskba"
"browserify-sign@4.0.4","ISC","https://github.com/crypto-browserify/browserify-sign","https://github.com/crypto-browserify/browserify-sign/raw/master/LICENSE","kiskba"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib","https://github.com/devongovett/browserify-zlib/raw/master/LICENSE","kiskba"
"browserslist@3.2.8","MIT","https://github.com/browserslist/browserslist","https://github.com/browserslist/browserslist/raw/master/LICENSE","babel-preset-env:kiskba"
"browserslist@4.8.3","MIT","https://github.com/browserslist/browserslist","https://github.com/browserslist/browserslist/raw/master/LICENSE","kiskba"
"bs-logger@0.2.6","MIT","https://github.com/huafu/bs-logger","https://github.com/huafu/bs-logger/raw/master/LICENSE","kiskba"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman","https://github.com/facebook/watchman","kiskba"
"buffer-equal-constant-time@1.0.1","BSD-3-Clause","https://github.com/goinstant/buffer-equal-constant-time","https://github.com/goinstant/buffer-equal-constant-time/raw/master/LICENSE.txt","kiskba"
"buffer-from@1.1.1","MIT","https://github.com/LinusU/buffer-from","https://github.com/LinusU/buffer-from/raw/master/LICENSE","kiskba"
"buffer-json@2.0.0","MIT","https://github.com/jprichardson/buffer-json","https://github.com/jprichardson/buffer-json","kiskba"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor","https://github.com/crypto-browserify/buffer-xor/raw/master/LICENSE","kiskba"
"buffer@4.9.2","MIT","https://github.com/feross/buffer","https://github.com/feross/buffer/raw/master/LICENSE","kiskba"
"builtin-modules@3.1.0","MIT","https://github.com/sindresorhus/builtin-modules","https://github.com/sindresorhus/builtin-modules/raw/master/license","kiskba"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes","https://github.com/bendrucker/builtin-status-codes/raw/master/license","kiskba"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js","https://github.com/visionmedia/bytes.js/raw/master/LICENSE","compression:kiskba"
"bytes@3.1.0","MIT","https://github.com/visionmedia/bytes.js","https://github.com/visionmedia/bytes.js/raw/master/LICENSE","kiskba"
"cacache@12.0.3","ISC","https://github.com/npm/cacache","https://github.com/npm/cacache/raw/master/LICENSE.md","kiskba"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base","https://github.com/jonschlinkert/cache-base/raw/master/LICENSE","kiskba"
"cache-loader@4.1.0","MIT","https://github.com/webpack-contrib/cache-loader","https://github.com/webpack-contrib/cache-loader/raw/master/LICENSE","kiskba"
"caller-callsite@2.0.0","MIT","https://github.com/sindresorhus/caller-callsite","https://github.com/sindresorhus/caller-callsite/raw/master/license","kiskba"
"caller-path@2.0.0","MIT","https://github.com/sindresorhus/caller-path","https://github.com/sindresorhus/caller-path/raw/master/license","kiskba"
"callsites@2.0.0","MIT","https://github.com/sindresorhus/callsites","https://github.com/sindresorhus/callsites/raw/master/license","kiskba"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites","https://github.com/sindresorhus/callsites/raw/master/license","@jest/source-map:kiskba"
"camelcase@5.0.0","MIT","https://github.com/sindresorhus/camelcase","https://github.com/sindresorhus/camelcase/raw/master/license","adjust-sourcemap-loader:kiskba"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase","https://github.com/sindresorhus/camelcase/raw/master/license","kiskba"
"caniuse-lite@1.0.30001035","CC-BY-4.0","https://github.com/ben-eb/caniuse-lite","https://github.com/ben-eb/caniuse-lite/raw/master/LICENSE","kiskba"
"capture-exit@2.0.0","ISC","https://github.com/stefanpenner/capture-exit","https://github.com/stefanpenner/capture-exit","kiskba"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless","https://github.com/mikeal/caseless/raw/master/LICENSE","kiskba"
"chai@4.2.0","MIT","https://github.com/chaijs/chai","https://github.com/chaijs/chai/raw/master/LICENSE","kiskba"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk","https://github.com/chalk/chalk/raw/master/license","babel-code-frame:kiskba"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk","https://github.com/chalk/chalk/raw/master/license","webpack-bundle-analyzer:kiskba"
"chalk@3.0.0","MIT","https://github.com/chalk/chalk","https://github.com/chalk/chalk/raw/master/license","kiskba"
"check-error@1.0.2","MIT","https://github.com/chaijs/check-error","https://github.com/chaijs/check-error/raw/master/LICENSE","kiskba"
"check-types@8.0.3","MIT","git+https://gitlab.com/philbooth/check-types.js","git+https://gitlab.com/philbooth/check-types.js","kiskba"
"cheerio@1.0.0-rc.3","MIT","https://github.com/cheeriojs/cheerio","https://github.com/cheeriojs/cheerio/raw/master/LICENSE","kiskba"
"chokidar@2.1.8","MIT","https://github.com/paulmillr/chokidar","https://github.com/paulmillr/chokidar","webpack:kiskba"
"chokidar@3.3.1","MIT","https://github.com/paulmillr/chokidar","https://github.com/paulmillr/chokidar/raw/master/LICENSE","kiskba"
"chownr@1.1.4","ISC","https://github.com/isaacs/chownr","https://github.com/isaacs/chownr/raw/master/LICENSE","kiskba"
"chrome-trace-event@1.0.2","MIT","github.com:samccone/chrome-trace-event","github.com:samccone/chrome-trace-event/raw/master/LICENSE.txt","kiskba"
"ci-info@2.0.0","MIT","https://github.com/watson/ci-info","https://github.com/watson/ci-info/raw/master/LICENSE","kiskba"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base","https://github.com/crypto-browserify/cipher-base/raw/master/LICENSE","kiskba"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils","https://github.com/jonschlinkert/class-utils/raw/master/LICENSE","kiskba"
"cli-boxes@2.2.0","MIT","https://github.com/sindresorhus/cli-boxes","https://github.com/sindresorhus/cli-boxes/raw/master/license","kiskba"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor","https://github.com/sindresorhus/cli-cursor/raw/master/license","kiskba"
"cli-spinners@2.2.0","MIT","https://github.com/sindresorhus/cli-spinners","https://github.com/sindresorhus/cli-spinners/raw/master/license","kiskba"
"clipboardy@2.2.0","MIT","https://github.com/sindresorhus/clipboardy","https://github.com/sindresorhus/clipboardy/raw/master/license","kiskba"
"cliui@6.0.0","ISC","https://github.com/yargs/cliui","https://github.com/yargs/cliui/raw/master/LICENSE.txt","kiskba"
"clone-deep@4.0.1","MIT","https://github.com/jonschlinkert/clone-deep","https://github.com/jonschlinkert/clone-deep/raw/master/LICENSE","kiskba"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone","https://github.com/pvorb/node-clone/raw/master/LICENSE","kiskba"
"co@4.6.0","MIT","https://github.com/tj/co","https://github.com/tj/co/raw/master/LICENSE","kiskba"
"collect-v8-coverage@1.0.0","MIT","","","kiskba"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit","https://github.com/jonschlinkert/collection-visit/raw/master/LICENSE","kiskba"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert","https://github.com/Qix-/color-convert/raw/master/LICENSE","kiskba"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert","https://github.com/Qix-/color-convert/raw/master/LICENSE","chalk:kiskba"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name","https://github.com/dfcreative/color-name/raw/master/LICENSE","kiskba"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name","https://github.com/colorjs/color-name/raw/master/LICENSE","chalk:kiskba"
"colors@1.2.5","MIT","https://github.com/Marak/colors.js","https://github.com/Marak/colors.js/raw/master/LICENSE","kiskba"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream","https://github.com/felixge/node-combined-stream/raw/master/License","kiskba"
"commander@2.15.1","MIT","https://github.com/tj/commander.js","https://github.com/tj/commander.js/raw/master/LICENSE","amphtml-validator:kiskba"
"commander@2.20.3","MIT","https://github.com/tj/commander.js","https://github.com/tj/commander.js/raw/master/LICENSE","kiskba"
"common-tags@1.8.0","MIT","https://github.com/declandewet/common-tags","https://github.com/declandewet/common-tags/raw/master/license.md","kiskba"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir","https://github.com/substack/node-commondir/raw/master/LICENSE","kiskba"
"component-emitter@1.3.0","MIT","https://github.com/component/emitter","https://github.com/component/emitter/raw/master/LICENSE","kiskba"
"compose-function@3.0.3","MIT","https://github.com/stoeffel/compose-function","https://github.com/stoeffel/compose-function/raw/master/LICENSE.md","kiskba"
"compressible@2.0.18","MIT","https://github.com/jshttp/compressible","https://github.com/jshttp/compressible/raw/master/LICENSE","kiskba"
